Title,Title,Category,Price,Instructor,Rating,Learners,Duration_Hours,Difficulty
Online Course,Coursera,dell-technologies-establishing-your-sales-strategy,Free / Paid,Andrew Ng,3.5,231101,32,Advanced
Online Course,Coursera,dell-technologies-introduction-to-it-sales,Free / Paid,Jose Portilla,4.1,369711,10,Beginner
Demand Analytics,Coursera,demand-analytics,Free / Paid,Andrew Ng,4.564189189,296,17,Intermediate
Demand Forecasting Using Time Series,Coursera,demand-prediction-using-time-series,Free / Paid,Andrew Ng,3.333333333,39,6,Beginner
IntroducciÃ³n a los modelos de demanda de transporte,Coursera,demanda-de-transporte,Free / Paid,IBM Team,4.692640693,462,18,Intermediate
Demand management: Breaking down todayâs commercial silos,Coursera,demandmanagement,Free / Paid,Meta AI,4.735849057,371,14,Intermediate
"Living with Dementia: Impact on Individuals, Caregivers, Communities and Societies",Coursera,dementia-care,Free / Paid,Andrew Ng,4.760252366,317,24,Intermediate
Knowledge and Skills for Dementia Care: the SSLD Approach ,Coursera,dementia-healthcare,Free / Paid,Andrew Ng,4.619047619,126,24,Intermediate
Democracia y decisiones pÃºblicas. IntroducciÃ³n al anÃ¡lisis de polÃ­ticas pÃºblicas,Coursera,democracia,Free / Paid,Andrew Ng,4.848208011,1423,11,Intermediate
Online Course,Coursera,democratic-governance-and-policymaking-1,Free / Paid,University Faculty,4.3,439124,58,Advanced
Demystifying EV Batteries: Tech & Management,Coursera,demystifying-ev-batteries-tech--management,Free / Paid,Andrew Ng,4.222222222,18,32,Advanced
Online Course,Coursera,demystifying-genai-concepts-and-applications,Free / Paid,DeepLearning.AI,4,10667,36,Advanced
Online Course,Coursera,demystifying-oracle-cloud-infrastructure-oci-security,Free / Paid,Andrew Ng,4.9,403335,58,Advanced
Online Course,Coursera,den-ux-designprozess-starten-empathie-aufbauen-fokus-definieren-ideen-entwickeln,Free / Paid,Jose Portilla,4.5,246855,19,Intermediate
Online Course,Coursera,denommer-le-monde,Free / Paid,Industry Expert,4.1,327720,14,Intermediate
Online Course,Coursera,dense-gases-liquids-solids,Free / Paid,Jose Portilla,4.6,164116,33,Advanced
Density Functional Theory,Coursera,density-functional-theory,Free / Paid,University Faculty,4.842105263,247,6,Beginner
Introduction to Dental Medicine,Coursera,dental-medicine-penn,Free / Paid,Google Cloud,4.847468771,1521,29,Intermediate
Dentistry 101,Coursera,dentistry101,Free / Paid,DeepLearning.AI,4.770992366,393,12,Intermediate
Deploy a website to Azure with Azure App Service,Coursera,deploy-a-website-to-azure-with-azure-app-service,Free / Paid,Jose Portilla,4.714285714,35,49,Advanced
Online Course,Coursera,deploy-a-website-with-azure-virtual-machines,Free / Paid,Jose Portilla,3.7,347844,50,Advanced
Online Course,Coursera,deploy-ai-agents-openai,Free / Paid,Andrew Ng,4.1,403264,31,Advanced
Deploy AI Apps with Cloudflare,Coursera,deploy-ai-app-with-cloudflare,Free / Paid,Andrew Ng,4.814814815,27,30,Intermediate
Deploy and Maintain Power BI Assets and Capstone project,Coursera,deploy-and-maintain-power-bi-assets-and-capstone-project,Free / Paid,Meta AI,4.443298969,291,53,Advanced
Online Course,Coursera,deploy-and-monitor-in-google-cloud-for-aws-professionals,Free / Paid,Microsoft Learn,3.9,94711,22,Intermediate
Online Course,Coursera,deploy-and-monitor-in-google-cloud-for-azure-professionals,Free / Paid,Industry Expert,3.9,294191,20,Intermediate
Online Course,Coursera,deploy-containers-with-azure-kubernetes-service,Free / Paid,Google Cloud,3.8,57296,50,Advanced
Online Course,Coursera,deploy-resilient-ai-microservices-with-langchain,Free / Paid,Meta AI,4.5,68334,55,Advanced
Online Course,Coursera,deploying--scaling-spring-boot-applications,Free / Paid,IBM Team,4.1,468341,16,Intermediate
Online Course,Coursera,deploying-and-scaling-ios-applications,Free / Paid,University Faculty,3.8,196194,52,Advanced
Online Course,Coursera,deploying-circular-economy-within-organisations,Free / Paid,Industry Expert,3.8,154578,11,Intermediate
Online Course,Coursera,deploying-machine-learning-models,Free / Paid,IBM Team,4.8,352650,26,Intermediate
Online Course,Coursera,deploying-microservices-to-kubernetes-using-azure-devops,Free / Paid,University Faculty,4.5,232708,14,Intermediate
Deploying SAP on Google Cloud,Coursera,deploying-sap-google-cloud,Free / Paid,Andrew Ng,4.570652174,184,32,Advanced
Online Course,Coursera,deploying-secure-kubernetes-containers-in-production,Free / Paid,Microsoft Learn,5,361825,7,Beginner
Online Course,Coursera,deploying-secure-kubernetes-containers-in-production-br,Free / Paid,Meta AI,5,326364,6,Beginner
Online Course,Coursera,deploying-secure-kubernetes-containers-in-production-es,Free / Paid,Jose Portilla,4.1,359761,22,Intermediate
Online Course,Coursera,deploying-secure-kubernetes-containers-in-production-fr,Free / Paid,DeepLearning.AI,3.9,226534,5,Beginner
Online Course,Coursera,deploying-secure-kubernetes-containers-in-production-it,Free / Paid,Industry Expert,4.2,85589,47,Advanced
Online Course,Coursera,deploying-secure-kubernetes-containers-in-production-jp,Free / Paid,Meta AI,3.7,485703,6,Beginner
Online Course,Coursera,deploying-secure-kubernetes-containers-in-production-ko,Free / Paid,Jose Portilla,3.8,95472,52,Advanced
Architecting with Google Kubernetes Engine: Workloads,Coursera,deploying-workloads-google-kubernetes-engine-gke,Free / Paid,Andrew Ng,4.733648542,1269,14,Intermediate
Online Course,Coursera,deploying-workloads-google-kubernetes-engine-gke-br,Free / Paid,DeepLearning.AI,3.9,443362,47,Advanced
Online Course,Coursera,deploying-workloads-google-kubernetes-engine-gke-es,Free / Paid,Andrew Ng,3.8,432409,40,Advanced
Online Course,Coursera,deploying-workloads-google-kubernetes-engine-gke-fr,Free / Paid,DeepLearning.AI,4.4,219572,43,Advanced
Online Course,Coursera,deploying-workloads-google-kubernetes-engine-gke-it,Free / Paid,Microsoft Learn,3.7,416221,53,Advanced
Online Course,Coursera,deploying-workloads-google-kubernetes-engine-gke-jp,Free / Paid,Jose Portilla,4.8,203340,42,Advanced
Online Course,Coursera,deploying-workloads-google-kubernetes-engine-gke-ko,Free / Paid,Andrew Ng,3.9,129148,42,Advanced
Online Course,Coursera,deployment-and-devops,Free / Paid,Meta AI,3.9,4224,28,Intermediate
Online Course,Coursera,deployment-and-impact-of-ai-agents,Free / Paid,Industry Expert,5,484571,23,Intermediate
Online Course,Coursera,deporte-genero,Free / Paid,Google Cloud,4.7,44892,32,Advanced
Depressive and Bipolar Disorders,Coursera,depressive-and-bipolar-disorders,Free / Paid,Industry Expert,4.855072464,69,15,Intermediate
IntroducciÃ³n al Derecho Internacional PÃºblico,Coursera,derecho-internacional-publico,Free / Paid,Meta AI,4.518518519,27,21,Intermediate
Fundamentos de Derecho Mercantil Internacional,Coursera,derecho-mercantil-internacional,Free / Paid,University Faculty,4.866666667,15,23,Intermediate
Derecho romano,Coursera,derecho-romano,Free / Paid,IBM Team,4.545454545,11,5,Beginner
DDHH y democracia: una visiÃ³n desde AmÃ©rica Latina,Coursera,derechos-humanos-democracia-america-latina,Free / Paid,Google Cloud,4.915686275,510,18,Intermediate
Online Course,Coursera,derechos-y-salud-en-la-era-digital-proteccion-e-incidencia,Free / Paid,DeepLearning.AI,4.9,255979,46,Advanced
Online Course,Coursera,derivate-calcolo,Free / Paid,Meta AI,3.9,303121,55,Advanced
Online Course,Coursera,derivatives,Free / Paid,Microsoft Learn,3.7,212457,22,Intermediate
Online Course,Coursera,derivatives-a-guide-to-calculation,Free / Paid,IBM Team,4.3,468818,42,Advanced
Derivatives - Options & Futures,Coursera,derivatives-options-futures,Free / Paid,University Faculty,4.516853933,267,60,Advanced
Desarrolla tu lÃ­der,Coursera,desarrolla-tu-lider,Free / Paid,IBM Team,4.847736626,486,47,Advanced
Online Course,Coursera,desarrollar-paginas-web-con-angular,Free / Paid,Industry Expert,5,446081,26,Intermediate
Desarrollo de aplicaciones con Android,Coursera,desarrollo-de-aplicaciones,Free / Paid,Jose Portilla,4.305389222,334,40,Advanced
Online Course,Coursera,desarrollo-de-estrategias-eficaces-de-marketing-deportivo,Free / Paid,University Faculty,4.3,220743,52,Advanced
Online Course,Coursera,desarrollo-de-metaversos-para-todos,Free / Paid,Meta AI,3.9,416811,20,Intermediate
Online Course,Coursera,desarrollo-de-metaversos-para-todos-community-impact,Free / Paid,Microsoft Learn,5,420361,25,Intermediate
Online Course,Coursera,desarrollo-de-videojuegos-en-unity,Free / Paid,Andrew Ng,4,225515,33,Advanced
Online Course,Coursera,desarrollo-de-videojuegos-en-unity-2,Free / Paid,University Faculty,4,153493,13,Intermediate
"Desarrollo del lado servidor: NodeJS, Express y MongoDB",Coursera,desarrollo-lado-servidor-nodejs-express-mongodb,Free / Paid,Jose Portilla,4.144144144,111,25,Intermediate
Desarrollo de tu marca personal,Coursera,desarrollo-marca-personal,Free / Paid,Google Cloud,4.795180723,83,13,Intermediate
Online Course,Coursera,desarrollo-musicalidad,Free / Paid,IBM Team,4.3,208427,24,Intermediate
Online Course,Coursera,desarrollo-profesional-liderazgo,Free / Paid,Andrew Ng,3.7,219652,16,Intermediate
Cities are back in town : sociologÃ­a urbana para un mundo globalizado,Coursera,desarrollo-urbano,Free / Paid,Andrew Ng,4.728395062,81,15,Intermediate
Online Course,Coursera,desarrollo-videojuegos-unity,Free / Paid,University Faculty,4,244882,6,Beginner
Online Course,Coursera,desarrollo-xr-en-unity-para-todos,Free / Paid,Industry Expert,4.6,407263,39,Advanced
Online Course,Coursera,desarrollo-xr-en-unity-para-todos-community-impact,Free / Paid,Jose Portilla,4.8,39329,29,Intermediate
Online Course,Coursera,description-design-for-interactive-learning-resources,Free / Paid,Andrew Ng,3.5,374983,14,Intermediate
"Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions",Coursera,descriptive-statistics-statistical-distributions-business-application,Free / Paid,Meta AI,4.738077496,2684,48,Advanced
Descubre el Chino MandarÃ­n: Aprendizaje desde cero,Coursera,descubre-el-chino-mandarin-aprendizaje-desde-cero,Free / Paid,DeepLearning.AI,4.847826087,92,20,Intermediate
DesembaraÃ§o Aduaneiro,Coursera,desembaraco-aduaneiro,Free / Paid,Andrew Ng,4.742857143,35,30,Intermediate
Online Course,Coursera,desenvolvendo-musicalidade,Free / Paid,Jose Portilla,3.7,280751,54,Advanced
Desenvolvimento Ãgil com Java AvanÃ§ado,Coursera,desenvolvimento-agil-com-java-avancado,Free / Paid,Meta AI,4.69035533,197,25,Intermediate
Desenvolvimento Ãgil com PadrÃµes de Projeto,Coursera,desenvolvimento-agil-com-padroes-de-projeto,Free / Paid,Andrew Ng,4.701298701,77,53,Advanced
Desenvolvimento do LÃ­der,Coursera,desenvolvimento-do-lider,Free / Paid,Andrew Ng,4.714285714,21,10,Beginner
Online Course,Coursera,design--present-responsible-ai-solutions,Free / Paid,DeepLearning.AI,4.5,368849,45,Advanced
Online Course,Coursera,design--secure-llm-apis-for-scalability,Free / Paid,DeepLearning.AI,4.1,244176,23,Intermediate
Online Course,Coursera,design-a-standout-brand-that-connects-with-your-audience,Free / Paid,Microsoft Learn,4.3,417682,33,Advanced
Online Course,Coursera,design-a-user-experience-for-social-good-arabic,Free / Paid,DeepLearning.AI,4,348730,50,Advanced
Online Course,Coursera,design-ai-agents-openai-agentkit,Free / Paid,DeepLearning.AI,4.8,430805,57,Advanced
Online Course,Coursera,design-an-endless-runner-game-unity,Free / Paid,Google Cloud,4.4,150251,16,Intermediate
Design and Conduct of Clinical Trials,Coursera,design-and-conduct-clinical-trials,Free / Paid,Microsoft Learn,4.722222222,342,14,Intermediate
Design and Detailing of RCC elements,Coursera,design-and-detailing-of-rcc-elements,Free / Paid,Meta AI,4.727272727,11,22,Intermediate
Online Course,Coursera,design-and-implement-a-source-control-strategy-microsoft-devops,Free / Paid,IBM Team,4,147560,22,Intermediate
Online Course,Coursera,design-and-implement-build-and-release-pipelines-microsoft-devops,Free / Paid,Meta AI,3.7,108868,15,Intermediate
Online Course,Coursera,design-and-implement-processes-and-communications-microsoft-devops,Free / Paid,Andrew Ng,4.8,476320,25,Intermediate
Online Course,Coursera,design-and-innovation-of-business-model,Free / Paid,Meta AI,4.6,483996,23,Intermediate
Online Course,Coursera,design-and-optimize-user-funnels,Free / Paid,Jose Portilla,4.3,339366,16,Intermediate
Online Course,Coursera,design-and-refine-creative-work-with-ai,Free / Paid,Microsoft Learn,4.5,331055,54,Advanced
Design Basics of RCC Buildings,Coursera,design-basics-of-rcc-buildings,Free / Paid,Google Cloud,4.770491803,61,55,Advanced
Design Basics of Steel Buildings,Coursera,design-basics-of-steel-buildings,Free / Paid,Andrew Ng,4.833333333,18,47,Advanced
Online Course,Coursera,design-better-and-build-your-brand-with-canva,Free / Paid,University Faculty,4.9,437798,27,Intermediate
Online Course,Coursera,design-build-websites-html-css-fundamentals,Free / Paid,IBM Team,4.5,441363,42,Advanced
Designing and Implementing Your Coaching Strategy,Coursera,design-coaching-strategy,Free / Paid,Jose Portilla,4.757575758,33,8,Beginner
Online Course,Coursera,design-concepts-in-metro-rails,Free / Paid,DeepLearning.AI,4.3,428887,42,Advanced
Online Course,Coursera,design-de-projetos-de-governo-digital,Free / Paid,University Faculty,4.1,442090,41,Advanced
Online Course,Coursera,design-de-uma-experiencia-do-usuario-para-o-bem-social,Free / Paid,University Faculty,4.4,245335,44,Advanced
Online Course,Coursera,design-develop-and-deploy-multi-agent-systems-with-crewai,Free / Paid,Google Cloud,3.6,302556,15,Intermediate
Online Course,Coursera,design-ethical-ai-rewards-and-policies,Free / Paid,Microsoft Learn,4.2,183639,29,Intermediate
Online Course,Coursera,design-evaluate-logistics-systems-supply-chains,Free / Paid,Jose Portilla,4.5,80925,38,Advanced
Online Course,Coursera,design-for-additive-manufacturing,Free / Paid,DeepLearning.AI,3.8,421190,37,Advanced
Online Course,Coursera,design-foundations-in-adobe-illustrator,Free / Paid,DeepLearning.AI,4,75707,47,Advanced
Design Fundamentals with AI,Coursera,design-fundamentals-ai,Free / Paid,Microsoft Learn,4.687977762,1439,17,Intermediate
Online Course,Coursera,design-high-performance-optical-systems,Free / Paid,Andrew Ng,4.6,220758,46,Advanced
The Language of Design: Form and Meaning,Coursera,design-language,Free / Paid,DeepLearning.AI,4.632336656,903,47,Advanced
Online Course,Coursera,design-of-cps,Free / Paid,University Faculty,4,462936,15,Intermediate
Online Course,Coursera,design-of-cyber-physicals-system-with-arm-processor,Free / Paid,Jose Portilla,4.7,37354,56,Advanced
Design of Digital Circuits with VHDL Programming,Coursera,design-of-digital-circuits-with-vhdl-programming,Free / Paid,Meta AI,4.157894737,19,40,Advanced
Online Course,Coursera,design-of-general-utility-systems,Free / Paid,Microsoft Learn,3.8,20218,10,Beginner
Online Course,Coursera,design-of-hydropower-structures,Free / Paid,Jose Portilla,3.7,114107,54,Advanced
Online Course,Coursera,design-of-precast-system,Free / Paid,Andrew Ng,3.8,217470,50,Advanced
Online Course,Coursera,design-of-special-utility-systems,Free / Paid,Microsoft Learn,4.5,446556,26,Intermediate
Online Course,Coursera,design-of-specific-systems-effluent-treatment-safety-relief,Free / Paid,DeepLearning.AI,4.9,364103,58,Advanced
Design of Transmission Line: Modelling and Performance,Coursera,design-of-transmission-line-modelling-and-performance,Free / Paid,DeepLearning.AI,4.638888889,36,37,Advanced
Design Patterns,Coursera,design-patterns,Free / Paid,IBM Team,4.673960613,1371,15,Intermediate
Design Principles: an Introduction,Coursera,design-principles,Free / Paid,Google Cloud,4.628592483,1357,17,Intermediate
Online Course,Coursera,design-research,Free / Paid,Google Cloud,4,195522,42,Advanced
Online Course,Coursera,design-research-para-estrategia-e-inovacao,Free / Paid,Google Cloud,3.9,221797,20,Intermediate
